problem;instance;n;algorithm;budget;parameters;run;fitness;nfev;time
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;2;116450;359;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;3;117990;379;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;4;111690;377;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;5;110940;358;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;6;111590;390;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;7;114150;388;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;8;113650;383;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;9;113120;375;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.2;10;112700;364;62
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;1;25626;399;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;2;25936;400;109
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;3;26150;399;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;4;26330;398;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;5;26618;398;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;6;26776;400;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;7;26004;394;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;8;25532;400;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;9;26492;389;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.2;10;25968;389;94
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;11550;399;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;10896;392;703
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;11461;374;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;11310;384;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;11150;400;719
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;11624;391;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;11355;398;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;11829;399;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;11411;394;563
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;11138;377;563
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;8887;394;672
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;8886;383;672
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;9342;396;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;10587;373;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;7677;394;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;12020;393;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;8611;352;719
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;8538;391;672
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;7811;355;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;7480;381;672
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;1681;351;828
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;1662;250;812
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;1697;97;812
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;1596;260;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;1665;165;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;1697;66;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;1657;322;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;1619;202;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;1626;291;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;1677;325;219
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;3301;356;469
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;3302;369;469
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;3428;378;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;3352;388;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;3349;317;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;3339;308;1937
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;3293;366;1953
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;3487;89;469
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;3360;370;1938
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;3338;366;469
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;97420;373;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;108100;356;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;112680;399;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;114230;339;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;109470;367;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;103180;392;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;108440;365;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;105230;360;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;106420;359;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;109850;389;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;1;26726;383;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;2;26556;393;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;3;26530;400;63
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;4;26654;400;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;5;25954;397;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;6;26492;398;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;7;26706;400;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;8;26292;393;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;9;26446;397;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.4;10;25844;392;94
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;11688;400;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;11870;398;531
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;11448;390;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;11454;394;563
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;11899;373;531
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;11361;384;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;11392;391;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;11469;386;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;11725;381;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;11073;393;562
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;8806;388;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;10258;391;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;10388;399;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;7159;384;672
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;7576;399;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;14213;390;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;11352;376;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;10221;396;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;12707;400;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;8017;357;688
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;1630;165;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;1636;260;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;1697;115;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;1619;164;812
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;1665;189;828
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;1650;228;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;1657;288;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;1697;241;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;1673;306;828
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;1672;325;219
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;3343;398;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;3318;394;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;3392;383;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;3352;352;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;3355;396;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;3344;360;1938
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;3357;389;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;3309;282;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;3266;385;1922
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;3433;126;484
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;103730;348;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;111150;357;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;110360;338;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;108290;378;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;111600;387;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;105310;361;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;114200;343;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;111570;334;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;104950;347;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;113740;323;62
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;1;25984;395;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;2;25932;394;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;3;26630;399;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;4;26260;392;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;5;26070;396;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;6;26642;392;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;7;26318;396;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;8;26288;396;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;9;26766;396;62
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.6;10;26194;393;78
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;11864;384;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;11192;368;563
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;11138;396;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;11839;383;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;11319;378;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;11204;366;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;11648;367;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;11799;391;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;11386;396;563
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;11061;387;609
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;10702;384;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;9030;387;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;8662;383;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;9630;387;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;9492;385;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;16713;399;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;7929;364;844
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;9135;393;719
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;13581;388;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;7341;377;813
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;1619;237;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;1665;171;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;1697;119;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;1619;145;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;1697;367;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;1697;136;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;1671;268;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;1599;314;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;1650;282;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;1670;390;813
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;3299;299;469
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;3307;291;1906
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;3320;260;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;3392;398;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;3379;135;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;3348;331;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;3339;310;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;3343;386;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;3379;354;469
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;3332;398;500
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;108020;322;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;121380;330;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;110040;318;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;113430;360;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;108090;339;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;112820;332;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;110620;400;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;110110;341;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;108270;388;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;112780;251;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;1;26272;383;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;2;26614;393;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;3;26564;399;109
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;4;26254;384;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;5;26036;397;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;6;26130;371;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;7;26396;381;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;8;26082;398;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;9;26272;390;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=1.8;10;25980;398;94
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;11686;371;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;11205;386;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;11610;384;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;11555;366;703
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;11258;391;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;11237;394;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;11342;383;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;11899;371;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;11434;341;594
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;11461;389;578
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;12056;375;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;11776;339;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;10291;382;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;9576;347;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;8421;352;844
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;15844;397;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;9940;395;688
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;11225;358;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;12441;390;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;8377;370;703
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;1659;299;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;1595;289;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;1697;126;797
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;1619;181;859
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;1684;196;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;1697;85;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;1681;296;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;1652;222;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;1627;287;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;1672;282;219
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;3324;391;516
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;3331;335;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;3320;237;516
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;3376;389;484
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;3331;386;516
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;3296;371;531
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;3371;269;1906
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;3269;367;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;3417;276;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;3322;400;484
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;106960;357;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;109830;380;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;104780;331;63
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;113930;276;109
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;117900;287;62
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;108870;390;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;107650;327;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;103460;343;94
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;117170;352;78
qap;kra30b;30;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;109460;363;63
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;1;26742;367;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;2;26278;397;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;3;25780;397;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;4;26442;384;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;5;26602;355;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;6;26338;395;94
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;7;26378;395;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;8;26106;398;109
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;9;25832;397;78
qap;sko49;49;fat_rls;400;ts=threequarters,id=half,beta=2.0;10;26068;393;78
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;1;13528;383;547
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;2;13506;351;562
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;3;13241;382;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;4;12889;399;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;5;12742;361;719
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;6;11700;394;594
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;7;12436;382;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;8;12049;395;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;9;11601;381;578
lop;N-p40-03;40;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;10;11323;397;578
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;1;16587;370;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;2;17675;395;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;3;9720;400;687
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;4;50446;394;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;5;14711;380;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;6;11403;373;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;7;36955;380;719
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;8;22114;393;703
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;9;17839;383;828
lop;N-t59f11xx;44;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;10;9390;397;688
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;1;1675;240;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;2;1619;248;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;3;1784;50;797
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;4;1752;311;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;5;1659;310;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;6;1845;275;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;7;1685;297;219
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;8;1874;134;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;9;1725;295;234
pfsp;rec07;20;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;10;1693;260;219
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;1;3376;389;516
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;2;3437;236;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;3;3500;360;500
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;4;3502;363;1969
pfsp;rec33;50;fat_rls;400;ts=threequarters,id=quarter,beta=1.0;5;3523;391;500
